title,subtitle,add_labels,date,speakers,topics,scripture,summary,published,sub_id
Finding Life In Him,"Sunday Homilies, 20 Jun 21",,6/20/21,,Holy Spirit,,Tune in with Fr Theodore Labib as he discusses that in our Christian walk we ought to find our life in Christ that we may be in Him and be filled with the Holy Spirit.,yes,2c7c0410-7a40-4451-9b95-af36de7aa605
Our Purpose In Life,"Sunday Homilies, 13 Jun 21",,6/13/21,,Purpose|Holy Spirit,,Tune in with Fr Theodore Labib as he challenges us to ask the question 'what is our purpose in life' and encourages us to fill our entire Christian life with the Holy Spirit.,yes,b385a0ec-0287-4962-a30d-5e2327df9376
Did You Hear That?,"Sunday Homilies, 04 Jul 21","St Maurice & St Verena Coptic Orthodox Church, Ontario, CA",7/4/21,Fr Thomas Hanna,Repentance,,"In this Sunday sermon, Fr Thomas Hanna reflects on Christ's way of life as a model of Christian living. Christ is calling us for a continual change in mind which is repentance and to serve with love. We are called to be perfect human beings; pure, kind, kindled with love towards others and judges not. 

Tune in to an empowering sermon!",yes,6446cb6b-2b91-42eb-94df-8ecd62c44bad
Open Doors!,"Sunday Homilies, 27 Jun 21",,6/27/21,Fr Michael Sorial,Church,,"""Certainly God is calling each of us to be ministers for Him where we are at.""
There are open doors of ministry all around us... at home, at the shops, at work! So why do we hesitating in walking through them and spreading the love of the Creator? Tune in to Fr Michael as he discusses how we should continue the works of the apostles both inside and outside the church!",yes,97df73eb-0154-407c-abe9-2a079f84f27a
An Unshakeable Trust,Short & Sweet Video,,7/8/21,H.G. Bishop Angaelos,Trust,,"Recently we have been re-evaluating many things. One of them is trust. As many of the things we did trust have been shaken and removed, we are stripped of these false securities, and realise there remains One who is immovable.",yes,8866b6f3-05f9-4c69-a9f9-76ad02ffee2a
,,,,,,,,no,088f6dec-d8e1-483e-80dd-30a2ffcec065
"Being ""With"" God Changes You","Short & Sweet, 05 Aug 18",,8/5/18,Fr Daniel Fanous,St Mary,,"""He says I am with you, and you are with Me, being with her is what caused a change for the whole of humanity.""

Tune in as Fr Daniel delves into the Angel Gabriel's words to St Mary ""Rejoice, highly favored one, the Lord is with you"" (Luke 1:28), and what it means to truly be with the Lord.",yes,43d2d78d-be55-4d8d-a6b8-3dca15a2f7f0
Watch!,"Short & Sweet, 01 Sep 19",,9/1/19,Adel Magdy,,,"Watch and be diligent! 

Our spiritual lives are precious and should never be compromised no matter the offer, tune in as Dr Adel reminds us it's important to watch!",yes,3675b266-568e-4a91-824b-4a432c888387
Isaiah 26- Keeping Focus,"Bible Studies, 12 Oct 20",,10/12/20,Fr Benjamin Abouelkheir,,,What does the mind that focuses on God look like? And what does keeping our eyes focused on God allow us to accomplish? Find out with Fr Benjamin as he takes us through Isaiah chapter 26!,yes,169267c0-79fa-4be6-89d8-255ab6cae8e5
"Pursuing Good, Expecting Nothing","Sunday Homilies, 04 April 21",,4/7/21,Fr James Gendi,,,"Sometimes we go through life believing that we are judges. Judges of criminals, of those who appear on the news or sometimes of each other. Tune into Fr James' talk as he provides a practical insight on how to live a righteous life without the tendency of turning into judges.",yes,de65dec0-da77-41e7-a63d-38fe7112387c
The Fiery Spirit!,"Sunday Homilies, 20 Jun 21",,6/20/21,Fr James Gendi,Pentecost|Sacraments|Holy Spirit,,"Why is it that the Holy Spirit descended upon the disciples as individual tongues of fire on Pentecost? How can flame also be the same spirit we receive at Baptism? How can I unlock the powers of the Holy Spirit just like the disciples? Fr James' walks us through all these questions and explains how we, disciples of Christ, can continue the mission of the apostles with the guidance of the Holy Spirit.",yes,bc8985fc-6227-4423-b121-cadab6f3368f
Being Raised Up,"Sunday Homilies, 16 May 21",,5/16/21,Fr Theodore Ghaly,Faith,,"""Faith can be looked at like the deep knowledge of God.""
Tune in as Fr Theodore Ghaly unpacks our spiritual practices and explains how sometimes we are ""spiritually regressing"".",yes,c61ebd1e-8153-4133-bb6e-9ed358a1adbb
We Find Him in Humility,"Sunday Homilies, 16 May 21",,5/16/21,Fr Michael Maximous,Humility|Pride,,"This Sunday Homily - ""I am the Bread of Life"" - from the Gospel of John, highlights God's love for us and how we can find everything in Him. Fr Michael reminds us how pride is usually the start of stepping away from God and we should always seek humility to be in His presence always.",yes,6c18bd24-8c87-45bc-894c-8a9f35aa6271
His Zeal For You!,"Sunday Homilies, 23 May 21",,5/23/21,Fr Michael Maximous,Salvation,,"The story of the Samaritan woman gives us so many examples to follow, an important one is found in Christ's zeal and desire for the salvation of those who He has called, and another is found in the samaritan woman - a model for us to serve God. Tune in now with Fr Michael to find out more!",yes,ee81eb79-22a6-48da-a8e6-a60c8540ebbd
Fleeing Mental Slavery,"Sunday Homilies, 30 May 21",,5/30/21,Fr Michael Maximous,Fear|Joy,,"In this Sunday Homily on Christ the Light of the World, Fr Michael focuses on how we may be hindered to walk in the light or to confess God if we are slaves to what others may think of us. Fr Michael reminds us to be free from this thinking and fear so we can truly walk in the light, and the joy in the presence of God.",yes,d90f513b-4bcc-4030-9675-d408a0412758
Life Of David- Part 1: Called to Obey,"Bible Studies, 25 Jun 21",,6/25/21,Fr David Milad,Mercy|Obedience|Sacrifice,,"We've heard the battle of values before- burnt offering vs sacrifice, law vs mercy, justice vs obedience. Today, Fr David Milad rewinds the clock as we land in the peak struggle period of David's life! Tune in as we discuss the sting of disobedience and the art of listening!

Tune in to part 1 of the series 'Life of David' where Fr David discusses the sting of disobedience and the art of listening",yes,dfcafe69-f5e8-4958-9330-a903ca4518eb
Inseparable Love,"Sunday Homilies, 13 Jun 21",,6/13/21,Fr Michael Maximous,Church|Pentecost|Parable|Holy Spirit,,"""For I am persuaded that neither death nor life, nor angels nor principalities nor powers, nor things present nor things to come, nor height nor depth, nor any other created thing, shall be able to separate us from the love of God which is in Christ Jesus our Lord."" Romans 8:38-39

This Sunday Homily in the Holy 50 days focuses on the anticipation of Pentecost and the remembrance of the promise Christ made to receiving the Holy Spirit - the start of the church! Tune in with Fr Michael now.",yes,fbdf4918-1750-4e0f-976c-5e9246a05e6e
"Life of David-  Part 3: Friendship, Jealously, Integrity","Bible Studies, 09 Jul 21",,7/9/21,Fr David Milad,Friendship,,"Tune in to part 3 of the series 'Life with David' where we turn back time and witness the narrative of the young shepherd's life! This week Fr David emerges us in an engaging discussion about friendships, qualities of good friends, jealousy and integrity as we study 1 Samuel 18-20.",yes,4533609a-d053-4ec5-a936-3cbfd7af4e36
Treasures of Goodness!,"Sunday Homilies, 20 Jun 21",,6/20/21,Fr Michael Maximous,Pentecost|Holy Spirit,,Feast of the Pentecost Sunday Homily - where the Holy Spirit is given to us as He promised. We remember the affection and fiery love of the Father through the receiving of the Holy Spirit - the treasure of goodness. Listen in to find out more about this special feast with Fr Michael.,yes,bb7f4096-6dca-4aea-8c9a-3b618976911c
What Words Reveal,"Sunday Homilies, 04 Jul 21",,7/4/21,Fr Michael Sorial,Hope,,"Tune in as Fr. Michael explores the power of words to lead to a fire of destruction or build up a person through words of hope. Fr. Michael challenges us to question ourselves ""How seriously do we take our words?""",yes,1fd57e1c-0d5c-4b62-8752-10db66385214
... And I In Him,"Youth Talks, 09 Jul 21",,7/9/21,Fr David,Joy,,Tune in to part two of the two-part series based on Chapter 15 in the Gospel of John where Christ spoke about being the true vine. Enjoy this weeks youth meeting by Fr David on 'And I In Him'.,yes,063b1b9d-15e7-4d23-aade-d105ce33d2af
Acts 1:1-12 - The Role Of The Spirit,"Bible Studies, 22 Jun 21",,6/22/21,Fr. Daoud Lamei,Evangelism|Holy Spirit,,"""But you shall be baptized with the Holy Spirit not many days from now"" Acts 1:5. Tune in as Fr Daoud delves into the role of the Holy Spirit in the disciples' evangelism.",yes,20f27e21-934d-4f98-86cc-23e16cc2de3a
Hold Us Together (Cover),St Mark's Melodies,,,,,,,yes,f156e6ce-0ab8-4e7c-835a-75eed97a8683
Book of Esther Study Guide,St Mark's Church,,,,Church,,"""Therefore do not be like them. For your Father knows the things you have need of before you ask Him."" Matt 6:8

Monday Night Bible Study is not just a weekly event, it is a movement. It is a movement back in time, to the early church. When we gather together and interpret scripture in the house

of God, we are in essence, sharing in the life of the early church

that exists to this day.

This book (and all future books) is tribute to that very fact. That when we gather before the Word of God, we ought to read. listen, interpret and pray. By doing these things every Monday night we move from being spectators, to being participants in the life of the Church.

So, bring this book and your bible every Monday Night and participate in the history of the Church. It is time to be a part of the movement.",yes,04d3c951-3e67-4982-bb81-9d438fff0dfc
Book of Romans Study Guide,St Mark's Church,,,,Church,,"""Therefore do not be like them. For your Father knows the things you have need of before you ask Him."" Matt 6:8

Monday Night Bible Study is not just a weekly event, it is a movement. It is a movement back in time, to the early church. When we gather together and interpret scripture in the house

of God, we are in essence, sharing in the life of the early church

that exists to this day.

This book (and all future books) is tribute to that very fact. That when we gather before the Word of God, we ought to read. listen, interpret and pray. By doing these things every Monday night we move from being spectators, to being participants in the life of the Church.

So, bring this book and your bible every Monday Night and participate in the history of the Church. It is time to be a part of the movement.",yes,734ef152-066d-499a-91d9-ae960c5f473c
Book of Judges Study Guide,St Mark's Church,,,,Church,,"""Therefore do not be like them. For your Father knows the things you have need of before you ask Him."" Matt 6:8

Monday Night Bible Study is not just a weekly event, it is a movement. It is a movement back in time, to the early church. When we gather together and interpret scripture in the house

of God, we are in essence, sharing in the life of the early church

that exists to this day.

This book (and all future books) is tribute to that very fact. That when we gather before the Word of God, we ought to read. listen, interpret and pray. By doing these things every Monday night we move from being spectators, to being participants in the life of the Church.

So, bring this book and your bible every Monday Night and participate in the history of the Church. It is time to be a part of the movement.",yes,446ee6b4-a671-40c7-85c3-18a80cb5760b
Revelations 7 - The Sealed Of Israel,"Bible Studies, 09 Apr 21",,4/9/21,Fr Moses Ayad,,,Tune in as Fr Moses Ayad unpacks the complex nature of Revelations 7!,yes,62ecd8b0-d97f-410b-b405-701fc84192ad
Experiencing the Mysteries of God,"Sunday Homilies, 13 Jun 21",,6/13/21,Fr James Gendi,,,Have you ever wondered how to encounter Christ? What would it be like to experience His hand in your life? Fr James walks us through how we can mend our spiritual life so that we can better experience the mysteries of God!,yes,ce05e747-761f-48e7-831e-7dd76a1d7a1b
Not Made To Walk Alone,"Sunday Homilies, 11 Jun 21",,7/11/21,Fr Anthony Mourad,Salvation|Loneliness,,Tune in with Fr Anthony Mourad as he discusses how the Lord sent them out two by two to show us we were made to walk together in our pursuit for salvation.,yes,8fb385c7-e219-48da-8e8e-eea88a4f0d80
Godly Wisdom Part 13 – Full Of Mercy -Part 1,"Series, 27 June 21",,6/27/21,,Mercy|Wisdom,,"Tune in with another great sermon on Godly wisdom! In this sermon, Fr Benjamin focuses on the idea of being merciful! Do you think our society is increasing or decreasing in mercy? Do you know the reasons why this is the case? Tune in to find out more!",yes,456e2887-4ff6-4e52-aa8d-9663ab912b53
Holy Monday - My Good Saviour,"Pascha Sermons, 26 Apr 21",,4/26/21,,,,"Tune in with Fr Theodore Labib as he exclaims that the description of our Saviour as 'Good' is used to show how our Lord is gracious, wanting our benefit, and we see this goodness manifest when He willingly laid down His life for us.",yes,3aa19e50-bb32-44e5-a169-4bf3250f775a
Need To Dig Deeper,"Sunday Homilies, 21 Feb 21",,2/21/21,,Liturgy,,Tune in with Fr Theodore Labib as he explains that if we are not feeling the benefit of praying or attending liturgy the answer is that we need to dig deeper in to our spiritual lives and build a stronger foundation.,yes,a9051732-6b27-42eb-a154-25e7dc5ef921
Great Catch Of Fish,"Sunday Homilies, 28 Feb 21",,2/28/21,,,,"Despite the disciples toiling all night and struggling to catch fish, Christ still told them to launch in to the deep and cast their nets. Tune in with Fr Theordore Labib as he instructs us that we too ought to launch in to the deep regarding our spiritual lives.",yes,41a3b52e-024f-4a7c-ad57-94968d332659
Judas And The Crisis Of Faith,"Pascha Sermons, 28 Apr 21",,4/28/21,,Faith,,Tune in with Fr Theodore Labib on Holy Wednesday as we are presented with two contrasting stories - the story of Judas and the story of the woman who anointed the feet of Christ.,yes,9ed4dffc-ae5b-4e3f-9d0b-5adfb9d725ab
Looking Backward,"Sunday Homilies, 11 Nov 20",,11/29/20,,,,Tune in with Fr Theodore Labib as he reminds us that sometimes when we are in the middle of a trial it may not make sense but after God gets us through it and we look backwards we see His hand and we see why it happened.,yes,6d7f3786-8d9a-4221-a512-4b020930e823
The Meaning Of Love,"Sunday Homilies, 04 Jul 21",,7/4/21,HG Bishop Kyrillos,,,"""Love your enemies and do good to those who hate you.""

Although a massive challenge, this commandment is a fulfilling call to us as Christians. H.G. Bishop Kyrillos meditates on the meaning of love and how we can practically imitate Christ to love our enemies.",yes,471570ce-14b9-4298-9615-e610d89af38b
Acts 1:1-11 - Introduction To Acts And The Ascension,"Bible Studies, 11 Jun 19",,6/11/19,Fr Cyril Abdelmalik,Church|Holy Spirit,,"The Acts of the Apostles is a book that shows the establishment of the original church, its evolution, and the works of Holy Spirit through the ministry of the Apostles. Tune in to this beautiful Bible Study Series by Fr Cyril Abdelmalik, where in this segment he prefaces the importance of this book, its history, and the ascension.",yes,ffa8fa3a-cf3d-4d7f-9ead-7e2e36f8effa
Acts 5 - Ananias And Sapphira,"Bible Studies, 13 Aug 19",,8/13/19,Fr Cyril Abdelmalik,Church|Holy Spirit,,"The Acts of the Apostles is a book that shows the establishment of the original church, its evolution, and the works of Holy Spirit through the ministry of the Apostles. Tune in to this beautiful Bible Study Series by Fr Cyril Abdelmalik, where in this segment he talks about Ananias and Sapphira, how we can learn from the mistakes of others, and the warnings in the Bible.",yes,3b84efee-b1d2-4a1c-aa0a-0bdb5f4c35d4
Acts 6 - Martyrdom,"Bible Studies, 27 Aug 19",,8/27/19,Fr Cyril Abdelmalik,Church|Fear|Martyrdom|Holy Spirit,,"The Acts of the Apostles is a book that shows the establishment of the original church, its evolution, and the works of Holy Spirit through the ministry of the Apostles. Tune in to this beautiful Bible Study Series by Fr Cyril Abdelmalik, where in this segment he talks about the martyrdom, fear of God, and how we are called to be disciples.",yes,55713cfc-6e23-4f42-95bf-0e96fb0f7abc
The Salvation Of Our Souls,"Sunday Homilies, 11 Jul 21","St Maurice & St Verena Coptic Orthodox Church, Ontario, CA",7/11/21,Fr Pishoy Salama,Faith|Purpose|Salvation,,"As we celebrate the feast of the Apostles, Fr Pishoy Salama contemplates on 1 Peter 1:9, ""receiving the end of your faith - the salvation of your souls."" 

We are reminded of our purpose and priority here on earth which is striving for the salvation of our souls. Tune in to this sermon on the meaning of salvation!",yes,ffc5b3fb-a6ee-472f-bf22-0eeba59f715c
Life-Giving Activity of the Holy Spirit,"Sunday Homilies, 23 May 21",,5/23/21,Fr James Gendi,Holy Spirit,,"The Holy Spirit is a gift from God that allows us to abide in Him, but have we ever tried to unlock it's power within us? Tune into Fr James' talk as he explains how the Holy Spirit can allow us to undertake activities that are life changing!",yes,59848e65-edb4-4e24-998e-8e2929199800
Orthodox Afterlife Part 7,"Series, 12 Jul 21",,7/12/21,Fr Matthias Shehad,,,What is Hades and what do we know about it? Tune in as Fr Matthias continues his series on Orthodox Afterlife and discusses the path to Hades.,yes,94b915ee-96f2-4e9b-8cdd-bbe46c1de591
Orthodox Afterlife Part 6,"Series, 05 Jul 21",,7/5/21,Fr Matthias Shehad,,,"Tune in as Fr Matthias speaks about Angels and devils struggling over the soul, the war between good and evil and how God is trying to protect us by giving us our own guardian angel.",yes,fa153f58-bef6-4aca-8257-d433dbcd2bb4
Rejoice In The Truth Alone,"Sunday Homilies, 12 Jul 21",,7/12/21,Fr Matthias Shehad,Joy|Trust|Loneliness,,Where does our joy come from? Do we place our trust in temporary things? Tune in as Fr Matthias Shehad discusses joy and how it should stem from being the child of God.,yes,a2775ecb-12ec-4ebe-82f5-b3f5bac3e946
Exodus 8:12- 10:13 (2nd to 8th Plague),"Bible Studies, 09 Jul 21",,7/9/21,Fr Matthias Shehad,,,"Tune in as Fr Matthias delves into Exodus chapter 8 and 10, which discusses the spirit of God working in tough times.",yes,ac863bbb-a389-45d2-a811-7e4ee3dbcfd7
Exodus 7:1-8:11 (Moses Before Pharaoh & The First Four Plagues),"Bible Studies, 02 Jul 21",,7/2/21,Fr Matthias Shehad,,,"Tune in as Fr Matthias discusses God's power versus the devils power, seeing the Truth, the first and second plague that came upon the people at the time.",yes,5dd60b55-9db8-4092-955d-d115285a0015
Are You Available For God?,"Sunday Homilies, 11 Jul 21",,7/11/21,,,,"In the Bible we see many ordinary people used by God in extraordinary ways simply because they were 'available' for Him. We see this with Abraham, Jacob, Moses, Samuel and Isaiah who all responded saying 'Here I am'. Tune in as Fr James encourages us to reflect on how much time we make and give to the Lord.",yes,993378e4-bd3c-4eb5-9b9f-c5133dcbb563
The Living Water,"Sunday Homilies, 23 May 21",,5/23/21,Fr Theodore Ghaly,Faith|Resurrection,,"""Christ's resurrection is not just his own, but he is the first fruits of the resurrection of all mankind."" Tune in as Fr Theodore explains the process on how to grow our living faith in God.",yes,ca0b74c0-5aec-47da-895f-cf95e959d386
I Want To Know... - Part 4 - What Does It Matter If I Believe or Not?,"Series, 28 Jun 2021",,6/28/21,Fr. Anthony Messeh,,,"Fr Anthony Messeh continues the series of ""I Want To Know.."" by diving into the deep end and questioning ourselves whether we really believe in God or do we believe in things we want to be true in life? Tune in!",yes,d5a488c9-b7c2-47f9-9cac-e3b4e8e8ae6c
The Lord's Instructions,"Sunday Homilies, 11 Jul 21",,7/11/21,Fr Elijah Iskander,Blessings,,"Tune in to listen to Fr Elijah discuss the instructions that our Lord gives us in order to a servant of God, live a blessed life as well as to witness his blessings in our lives and the lives of those around us.",yes,97152038-0515-4f74-bebd-aff62d8a8a14
Who Is Your Shepherd?,"Sunday Homilies, 10 Jul 21",,7/10/21,Fr David Shehata,,,Who is your Shepherd? Who or what is guiding your everyday decisions? Tune into Fr David exploring the gospel of the Good Shepherd.,yes,9c58303d-5582-4ca8-ba84-be53e3f8a751
Being A Christian In A Non-Christian World,"Spiritual Reflections, 04 Jul 21",,7/4/21,,Faith,,"In a world where Christianity is a minority & the 'I' movement reigns, how are we to maintain our faith? How are we to be Christians when the rest of the world looks at us as if we are wasting our time? Tune into Fr Theodore's discussion on this matter.",yes,44f8a755-c5b8-4589-a4a4-23a34ceb42b8
What Is My Calling As A Disciple Of Christ?,"Sunday Homilies, 11 Jul 21",,7/11/21,Fr Daniel Fanous,,,What is my calling as a disciple of Christ? Have you heard your calling & is it clear? Tune into Fr Daniel exploring the concept of our calling on the last day of the Apostles Fast.,yes,618c3964-458f-4256-a92f-731bd9c299ea
John 8 - Light and Joy,"Bible Studies, 06 Jul 21",,7/6/21,Fr Anthony Paul,Joy,,"""Then Jesus spoke to them again, saying, 'I am the light of the world. He who follows Me shall not walk in darkness, but have the light of life.'"" (John 8:12)

Join Fr Anthony as he contemplates on how Jesus uses the title of God 'I AM' and exclaims to everyone how He is the light of the world!",yes,86c00c6d-1506-4766-a857-368580d0d058
Godly Wisdom Part 14 – Full of Mercy- Part 2,"Series, 04 Jul 21",,7/4/21,,Mercy|Wisdom,,Tune in with Fr Benjamin as he continues to discuss practical ways for us to become more merciful!,yes,5d5e3d93-7f73-4133-8543-62b0d7da2147
The Daily Sacrifice,"Spiritual Reflections, 03 Jul 21",,7/3/21,H.G. Bishop Angaelos,Sacrifice|Unity|Sacraments,,"""Greater love has no one than this, than to lay down one’s life for his friends"" John 15:5 
While Christ offered himself up for us on the cross, the sacrifice did not end there. Tune in as Arhbishop Angealos reflects on Christ's sacrifice for us daily through the  
Eucharist, giving himself up as an offering so that we may have an opportunity to reconcile and experience His love, not only as a gift for ourselves, but a gift we must share with those around us.",yes,b3272e9a-bf30-4ef1-b347-c9a5ebabc0e9
Revelation 2 (Part 2) - The Churches Of Marriage And Theatre,"Bible Studies, 06 Jul 21",,7/6/21,HG Bishop Youssef,Church|Marriage,,"In part one of Revelation 2, we see two messages - one to the Church of Ephesus, also known as the love church, and to the Church of Smyrna, the prosecuted church. Tune into part 2 as His Grace looks into the other two messages in this chapter, one to the Church of Pergamum, that is marriage, and the other to the Church of Thyatira, meaning theatre. Listen as he looks into what these messages mean and what we can learn from them!",yes,beffd66c-dd52-4fe8-87d7-3d6c0265c106
"Revelation 3 - Dead, Faithful, Or Lukewarm?","Bible Studies, 13 Jul 21",,7/13/21,HG Bishop Youssef,Church|Faith|Lukewarmness,,"""I am amazed with the love of God - He doesn't repay evil with evil. He doesn't deal with us according to the multitude of our sins. His promises to us are above and beyond our imagination and comprehension.""

Continuing on from chapter 2, we see three more messages from God to the churches of Sardis, Philadelphia, and Laodiceans. Tune in as His Grace breaks down these messages of advice and how it applies to us!",yes,febb2faa-430f-4d58-a432-ce6fe2376a73
Psalm 12 - What Happens After The Seventh Day?,"Bible Studies, 03 Jul 21",,7/3/21,HG Bishop Youssef,Creation,,"""The words of the Lord are pure words, like silver tried in a furnace of earth, purified seven times."" (Psalm 12:6)

Psalm 12 is said be a prophecy linked to the coming of the Messiah at the end of the seventh day. Tune in as His Grace takes us through a verse by verse study of this psalm, looking at the idea of the constancy of God versus the treachery of man, and how we can live a more righteous life during ths seventh day of creation!",yes,f841d2a9-67cf-4bee-8ecd-30b46990686c
Christ The First Fruit,"Pascha Sermons, 02 May 21",,5/2/21,Fr Theodore Ghaly,Resurrection,,"""Our Lord Jesus Christ was the first to rise in his new glorified body, never to die again"". Tune in as Fr Theodore Ghaly analyses Christ as the first fruit on Resurrection sunday!",yes,cb798736-d6f7-43a6-b367-5af8f0883163
Judges 18 - Micah's idolatry & the migration of the Danites,"Bible Studies, 30 Jun 21",,6/30/21,,,,"Tune in as many events are explored such as the tribe of Dan sending spies to look for land to take among the people of Israel, Micah's idolatry, and much more!",yes,b8b4208f-4eeb-4925-9fa0-6196e6486cb8
Persisting Through Doubt and Sin,"Sunday Homilies, 30 Jun 21",,6/30/21,Fr Theodore Ghaly,Doubt|Fear|Peace,,"""Christ is offering peace between us and God"". Tune in as Fr Theodore Ghaly explores how the disciples gave into fear and doubt when Christ was with them, how this also happens with us today and how to overcome it!",yes,5ab6ab46-3bc8-4280-a831-35a9f1211c6f
Get To The Heart,"Sunday Homilies, 14 Feb 21",,2/14/21,,,,"Tune in with Fr Theodore Labib as he exclaims that if we measure God by our own love then we limit Him, however if we see God by His love then we see it’s eternity. Moreover, sometimes God puts us through certain trials to break through our hearts of stone to allow us to draw near Him and see Him.",yes,cb9a8390-d48f-4dc7-a187-b656e13a3e15
Called To Live In The Glory Of God,"Sunday Homilies, 23 May 21",,5/23/21,,,,Tune in with Fr Theodore Labib as he reminds us that we have been called to live in the glory of God and to be a light in this world.,yes,c1e4c216-fa8d-4078-b5eb-5c9312b83ea5
"Bread, Body And Life","Sunday Homilies, 21 Mar 21",,3/21/21,,,,Tune in with Fr Theodore Labib as he exclaims that when we eat and partake of the body of Christ we become like Him and one with God.,yes,561d97bc-d46d-4674-b52a-3367299cb035
Becoming Children Of God,"Sunday Homilies, 17 Jan 21",,1/17/21,,,,Tune in with Fr Theodore Labib as he discusses how we became the children of God when He came down and took what was ours and gave us what was His.,yes,4774ce49-2365-4e49-9f5c-0182167329a2
The Waiting Room- Part 1: In The Waiting Room,"Series, 08 Dec 14",,12/8/14,,,,"What do you do when there's nothing you can do?  
When you're waiting for solutions that don't seem to be coming?  When the problems just won't seem to get any better?  When the more you try to fix them, the worse they get?  What do you do when there's nothing you can do?

In this series, the 'The waiting room', Fr Anthony helps us to find ways to get through these 'waiting room' seasons of life.",yes,9ddd86c9-5c63-48a0-95c2-1b722a07ba67
The Waiting Room- Part 2: Embracing The Pain,"Series, 15 Dec 14",,12/15/14,,,,"Tune in to part 2 of this series as Fr Anthony teaches us how to properly deal with and get through these 'waiting room' seasons of life, so that we come out them stronger.",yes,8dbe1dd8-5b30-411d-93ea-2671e79d803f
"The Waiting Room- Part 3: I Can't, He Can","Series, 22 Dec 14",,12/22/14,,,,"Can I really be ""content"" in every situation? Is that possible and if so, how do I get there?
Tune into part 3 of this series as Fr Anthony teaches us the secret of contentment taught to us by St Paul.",yes,dc1a85d9-82ab-45f8-ae43-6941bebd726b
The Waiting Room- Part 4: Patience Leading To Perfection,"Series, 05 Jan 15",,1/5/15,,Purpose|Patience,,"“Blessed is the one who perseveres under trial because, having stood the test, that person will receive the crown of life that the Lord has promised to those who love him.”  -James 1:12

Tune in to part 4 of this series as Fr Anthony discusses God's purpose for our trials.",yes,61cab1a6-115e-4acb-86bf-97848051c537
The Waiting Room- Part 5: Entering The Comfort Zone,"Series, 12 Jan 15",,1/12/15,,Comfort,,"In the last part of this series Fr Anthony concludes by sharing a practical task that we can focus on in the waiting rooms of life. Tune in, to find out what it is!",yes,3e3d5199-a04a-4563-a107-1d9e0c2a2801
Christ Is Calling,,,,,,,,no,3b49e8ec-8840-49de-9aab-33c2c1bb83ed
Fasting As Healing,"Sunday Homilies, 7 Mar 21",,3/7/21,,Anger|Fasting|Healing,,"Tune in with Fr Theodore Labib as he speaks about the 3 antidotes that Christ gave us to heal us from consumerism, anger, and blindness: fasting, doing charitable deeds, and praying.",yes,f5533993-054a-4e2f-ae9b-a8dc6fa0d49a
Fasting Is Carrying A Cross,"Sunday Homilies, 14 Mar 21",,3/14/21,,Fasting,,"Tune in with Fr Theodore Labib as he discusses that at times where we wonder why we are not spiritually growing in our fast and not able to hear and see God is because we are drawn too much in to the passions of the world. The solution is the cross - the saints were able to see Christ because they carried the cross with Him, were crucified with him, and therefore able to see Him.",yes,1ee4ceac-675f-427d-94c9-044fb2fd33ec
Church Crowd Or Community - Part 1,"Sunday Homilies, 7 Feb 21",,2/7/21,,Church|Unity,,"Tune in with Fr Theodore Labib as we are shown events in the Bible where the group of followers made a crowd and acted as a hindrance to some people - the room was crowded and the lame man had to be let down through the roof, Zaccheus had to climb a tree because he could not see through the crowd. We are also shown how the believers during St Paul's ministry acted as a community and helped him during his ministry. We are left with the question - are we a church crowd or are we a church community?",yes,da009010-ba5a-4b2e-8365-7ac368b31307
Church Crowd Or Community - Part 2,"Sunday Homilies, 14 Feb 21",,2/14/21,,Repentance|Church|Unity,,Tune in with Fr Theodore Labib as we are reminded that an act of love and kindness to someone can lead them towards God and repentance.,yes,3b1dff31-22c5-49a4-bb07-82a4616510c4
,,,,,,,,no,75158185-79c2-441b-9cfa-788e175bc44b
"Season 2, Episode 5 - Man, Why Do You Need to Work?!","The Reintroduction Podcast, 14 Jul 21",,7/14/21,Fr Daniel|Maggie Meleka,Purpose,,Why did God give us work and what is it supposed to do for us as humans? Is it supposed to unlock something in our humanity that we wouldn’t reach otherwise? Tune in as we focus on the purpose of work and how should that shape the pursuit of our careers. We are super excited about special guests Fr Daniel Meleka and Maggie Meleka.,yes,4ae84b55-c974-4f9d-9002-698649c0b7b3
Episode 23 - Keepings Kids in the Orthodox Faith,"Raising up Copts, 1 Jul 21",,7/1/21,,Church|Faith|Orthodoxy|Transformation,,"Madona and I pick Shereen Marcus’s brain for ways to keep Coptic kids in the faith while living immersed in Western culture. She shares with us her five-pronged approach to raising kids in the faith.

Shereen is a U.S. federal judge who holds a masters degree in Orthodox Theology. Her book An Immigrant Church No Longer and her dissertation explore the transformation of youth ministry as the Coptic Orthodox Church becomes more established in North America.

Shereen also writes and publishes a fully fleshed out curriculum for teens which you can find at Bridges to Orthodoxy. Madona helps with proofreading and edits, and I have helped in the past with graphic design!

You can find us at raisingupcopts.com, on Instagram as @copticlaura and @madona_writes, and reach us by email raisingupcopts@gmail.com",yes,f6edd931-15e1-4538-a137-2bc23ee5a5bb
